event_year,publication_date,document_number,document_type,title,abstract,html_url,pdf_url,is_p3_candidate,candidate_type,matched_terms,country_target,country_target_coding_status,semiconductor_related_manual_status,severity,severity_coding_status,source_flag
2022,2022-08-15,2022-17125,Rule,Implementation of Certain 2021 Wassenaar Arrangement Decisions on Four Section 1758 Technologies,"The Bureau of Industry and Security (BIS) maintains, as part of its Export Administration Regulations (EAR), the Commerce Control List (CCL), which identifies certain items subject to Department of Commerce (Commerce) jurisdiction. Commerce is revising the CCL, as well as corresponding parts of the EAR, to implement controls on four technologies. These changes reflect certain controls decided by governments participating in the Wassenaar Arrangement on Export Controls for Conventional Arms and Dual-Use Goods and Technologies (WA) at the December 2021 WA Plenary meeting. These four technologies meet the criteria of Section 1758 of the Export Control Reform Act (ECRA) pertaining to emerging and foundational technologies. Accordingly, BIS is accelerating their publication in this interim final rule and will publish the remaining WA-agreed controls in a later rule. These technologies are two substrates of ultra-wide bandgap semiconductors (Gallium Oxide (Ga<INF>2</INF>O<INF>3</INF>) and diamond), Electronic Computer Aided Design (ECAD) software specially designed for the development of integrated circuits with any Gate-All-Around Field-Effect Transistor (GAAFET) structure, and pressure gain combustion (PGC) technology for the production and development of gas turbine engine components or systems.",https://www.federalregister.gov/documents/2022/08/15/2022-17125/implementation-of-certain-2021-wassenaar-arrangement-decisions-on-four-section-1758-technologies,https://www.govinfo.gov/content/pkg/FR-2022-08-15/pdf/2022-17125.pdf,True,direct_semiconductor_or_advanced_computing,semiconductor; integrated circuit,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2022,2022-08-24,2022-18268,Rule,Additions of Entities to the Entity List,The Department of Commerce is amending the Export Administration Regulations (EAR) by adding seven entities under seven entries to the Entity List. These entities have been determined by the U.S. Government to be acting contrary to the national security or foreign policy interests of the United States and will be listed on the Entity List under the destination of the People's Republic of China (China). This final rule also corrects typographical errors in two existing entries on the Entity List.,https://www.federalregister.gov/documents/2022/08/24/2022-18268/additions-of-entities-to-the-entity-list,https://www.govinfo.gov/content/pkg/FR-2022-08-24/pdf/2022-18268.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2022,2022-09-09,2022-19415,Rule,Authorization of Certain “Items” to Entities on the Entity List in the Context of Specific Standards Activities,"In this interim final rule, the Bureau of Industry and Security (BIS) amends the Export Administration Regulations (EAR) to authorize the release of specified items subject to the EAR without a license when that release occurs in the context of a ""standards- related activity,"" as defined in this rule. BIS is revising the terms used in the EAR to describe the actions permissible under the authorization rather than defining the organizations to which it applies. The scope of the authorization is revised to include certain ""technology"" as well as ""software"" and applies to all entities listed on BIS's Entity List. The uncertainty of not knowing whether other entities listed on the Entity List are participants in standards organizations and whether a BIS license is required to release low- level technology for legitimate standards activities has caused U.S. companies to limit their participation in standards-related activities in areas that are critical to U.S. national security. This authorization only overcomes licensing requirements imposed as a result of an entity's inclusion on the Entity List; other EAR licensing requirements, including additional end-use or end-user based licensing requirements may continue to apply. This final rule does not change the assessment of whether ""technology"" or ""software"" is subject to the EAR. BIS is making these revisions to ensure that export controls and associated compliance concerns as they relate to the Entity List do not impede the leadership and participation of U.S. companies in national and international standards-related activities",https://www.federalregister.gov/documents/2022/09/09/2022-19415/authorization-of-certain-items-to-entities-on-the-entity-list-in-the-context-of-specific-standards,https://www.govinfo.gov/content/pkg/FR-2022-09-09/pdf/2022-19415.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2022,2022-09-16,2022-19910,Rule,Implementation of Additional Sanctions Against Russia and Belarus Under the Export Administration Regulations (EAR) and Refinements to Existing Controls,"In response to the Russian Federation's (Russia's) ongoing aggression against Ukraine, the Department of Commerce is expanding the existing sanctions against Russia and Belarus by imposing new export controls, including expanding the scope of the Russian industry sector sanctions to add lower-level items potentially useful for Russia's chemical and biological weapons production capabilities and items needed for advanced production and development capabilities to enable advanced manufacturing across a number of industries. This rule also adds Belarus to the scope of industry sector sanctions that currently apply solely to Russia. With respect to end users, this rule expands the `military end user' and `military-intelligence end user' controls and applies the Russian/Belarusian-Military End User Foreign Direct Product (FDP) rule to ten existing entries for six existing entities that have continued to supply Russian entities on the Entity List or are under sanction since Russia's further invasion of Ukraine. Labeling these six entities as Russian `military end users' and applying the Russia/Belarus-Military End User FDP rule to them will degrade Russia's war efforts in Ukraine, as these entities produce items needed by the Russian and Belarussian military and industrial sectors. Correspondingly, this rule clarifies requirements related to Burma, Cambodia, the People's Republic of China, and Venezuela). Finally, this rule refines existing controls on Russia and Belarus by adding additional dollar value exclusion thresholds for `luxury goods;' and makes twelve corrections and clarifications to existing controls on Russia and Belarus. The Department of Commerce is taking these actions to clarify and enhance the effectiveness of U.S. controls and to better align its controls on both Russia and Belarus with those implemented by U.S. allies.",https://www.federalregister.gov/documents/2022/09/16/2022-19910/implementation-of-additional-sanctions-against-russia-and-belarus-under-the-export-administration,https://www.govinfo.gov/content/pkg/FR-2022-09-16/pdf/2022-19910.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2022,2022-10-04,2022-21520,Rule,Additions of Entities to the Entity List,"In response to the Russian Federation's (Russia's) further invasion of Ukraine on February 24, 2022, the illegal and unjustifiable basis of which has been furthered by its illegal purported annexation of regions of Ukraine, the Department of Commerce is amending the Export Administration Regulations (EAR) by adding 57 entities under 57 entries to the Entity List. These entities have been determined by the U.S. Government to be acting contrary to the national security or foreign policy interests of the United States. Of these 57 entities, 56 will be listed on the Entity List under the destination of Russia and one will be listed under the destination of the Crimea Region of Ukraine.",https://www.federalregister.gov/documents/2022/10/04/2022-21520/additions-of-entities-to-the-entity-list,https://www.govinfo.gov/content/pkg/FR-2022-10-04/pdf/2022-21520.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2022,2022-10-13,2022-21658,Rule,Implementation of Additional Export Controls: Certain Advanced Computing and Semiconductor Manufacturing Items; Supercomputer and Semiconductor End Use; Entity List Modification,"In this rule, the Bureau of Industry and Security (BIS) is amending the Export Administration Regulations (EAR) to implement necessary controls on advanced computing integrated circuits (ICs), computer commodities that contain such ICs, and certain semiconductor manufacturing items. In addition, BIS is expanding controls on transactions involving items for supercomputer and semiconductor manufacturing end uses, for example, this rule expands the scope of foreign-produced items subject to license requirements for twenty-eight existing entities on the Entity List that are located in China. BIS is also informing the public that specific activities of ""U.S. persons"" that `support' the ""development"" or ""production"" of certain ICs in the PRC require a license. Lastly, to minimize short term impact on the semiconductor supply chain from this rule, BIS is establishing a Temporary General License to permit specific, limited manufacturing activities in China related to items destined for use outside China and is identifying a model certificate that may be used in compliance programs to assist, along with other measures, in conducting due diligence. `",https://www.federalregister.gov/documents/2022/10/13/2022-21658/implementation-of-additional-export-controls-certain-advanced-computing-and-semiconductor,https://www.govinfo.gov/content/pkg/FR-2022-10-13/pdf/2022-21658.pdf,True,direct_semiconductor_or_advanced_computing,semiconductor; advanced computing; supercomputer; integrated circuit,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2022,2022-10-13,2022-21714,Rule,Revisions to the Unverified List; Clarifications to Activities and Criteria That May Lead to Additions to the Entity List,"The Bureau of Industry and Security (BIS) is amending the Export Administration Regulations (EAR) by adding 31 persons to the Unverified List (UVL). The 31 persons are added to the UVL on the basis that BIS was unable to verify their bona fides because an end-use check could not be completed satisfactorily for reasons outside the U.S. Government's control. All 31 persons are being added under the destination of the People's Republic of China (China). This rule also removes nine persons, all under the destination of China, from the UVL because BIS was able to verify their bona fides. With this final rule, BIS also clarifies the activities and criteria that may lead to the addition of an entity to the Entity List, including a sustained lack of cooperation by the host government (e.g., the government of the country in which an end-use check is to be conducted) that effectively prevents BIS from determining compliance with the EAR.",https://www.federalregister.gov/documents/2022/10/13/2022-21714/revisions-to-the-unverified-list-clarifications-to-activities-and-criteria-that-may-lead-to,https://www.govinfo.gov/content/pkg/FR-2022-10-13/pdf/2022-21714.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2022,2022-10-13,2022-22037,Rule,Procedures for Access to the Public Briefing on Additional Export Controls on Certain Advanced Computing and Semiconductor Manufacturing Items,"On October 7, 2022, the Bureau of Industry and Security (BIS) placed on public display an interim final rule: ""Implementation of Additional Export Controls: Certain Advanced Computing and Semiconductor Manufacturing Items; Supercomputer and Semiconductor End Use; Entity List Modification."" On October 13, 2022, Under Secretary for Industry and Security Alan F. Estevez and Assistant Secretary for Export Administration Thea D. Rozman Kendler will conduct a public briefing on the rule and associated actions. This announcement provides details on the procedures for attending the public briefing.",https://www.federalregister.gov/documents/2022/10/13/2022-22037/procedures-for-access-to-the-public-briefing-on-additional-export-controls-on-certain-advanced,https://www.govinfo.gov/content/pkg/FR-2022-10-13/pdf/2022-22037.pdf,True,direct_semiconductor_or_advanced_computing,semiconductor; advanced computing; supercomputer,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2022,2022-11-25,2022-25700,Notice,Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; Entity List and Unverified List Requests,"The Department of Commerce, in accordance with the Paperwork Reduction Act of 1995 (PRA), invites the general public and other Federal agencies to comment on proposed, and continuing information collections, which helps us assess the impact of our information collection requirements and minimize the public's reporting burden. The purpose of this notice is to allow for 60 days of public comment preceding submission of the collection to OMB.",https://www.federalregister.gov/documents/2022/11/25/2022-25700/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for,https://www.govinfo.gov/content/pkg/FR-2022-11-25/pdf/2022-25700.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2022,2022-12-07,2022-26662,Rule,Implementation of Additional Export Controls: Certain Advanced Computing and Semiconductor Manufacturing Items; Supercomputer and Semiconductor End Use; Entity List Modification,"On October 13, 2022, the Bureau of Industry and Security (BIS) published the interim final rule Implementation of Additional Export Controls: Certain Advanced Computing and Semiconductor Manufacturing Items; Supercomputer and Semiconductor End Use; Entity List Modification. This document extends the deadline for written comments to January 31, 2023. This extension is being made to allow for commenters to have additional time to review the interim final rule and to benefit from the significant amount of public outreach that BIS is conducting on the rule in preparing their comments.",https://www.federalregister.gov/documents/2022/12/07/2022-26662/implementation-of-additional-export-controls-certain-advanced-computing-and-semiconductor,https://www.govinfo.gov/content/pkg/FR-2022-12-07/pdf/2022-26662.pdf,True,direct_semiconductor_or_advanced_computing,semiconductor; advanced computing; supercomputer,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2022,2022-12-08,2022-26622,Rule,Additions of Entities to the Entity List; Removal of an Entity From the Entity List,"The Department of Commerce is amending the Export Administration Regulations (EAR) by adding twenty-four entities under twenty-six entries to the Entity List. These entities have been determined by the U.S. Government to be acting contrary to the national security or foreign policy interests of the United States and will be listed on the Entity List under the destinations of Latvia, Pakistan, Russia, Singapore, Switzerland, and the United Arab Emirates (U.A.E.). In addition, this final rule removes from the Entity List one entity listed in three entries under Oman, Saudi Arabia, and the U.A.E.",https://www.federalregister.gov/documents/2022/12/08/2022-26622/additions-of-entities-to-the-entity-list-removal-of-an-entity-from-the-entity-list,https://www.govinfo.gov/content/pkg/FR-2022-12-08/pdf/2022-26622.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2022,2022-12-16,2022-27149,Rule,Revisions to the Unverified List and the Entity List,"The Bureau of Industry and Security (BIS) is amending the Export Administration Regulations (EAR) by removing 9 persons from the Unverified List (UVL) and adding them to the Entity List, all under the destination of Russia. BIS has been unable to verify the bona fides of all 9 persons being removed from the UVL and added to the Entity List, due to the foreign government's prevention of timely end-use checks. BIS is also amending the EAR by removing 27 persons from the UVL, one under the destination of Pakistan and 26 under the destination of China, because BIS was able to verify their bona fides.",https://www.federalregister.gov/documents/2022/12/16/2022-27149/revisions-to-the-unverified-list-and-the-entity-list,https://www.govinfo.gov/content/pkg/FR-2022-12-16/pdf/2022-27149.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2022,2022-12-19,2022-27151,Rule,Additions and Revisions to the Entity List and Conforming Removal From the Unverified List,"The Department of Commerce is amending the Export Administration Regulations (EAR) by adding thirty-six entities to the Entity List. These entities have been determined by the U.S. Government to be acting contrary to the national security or foreign policy interests of the United States and will be listed on the Entity List under the destinations of the People's Republic of China (China) and Japan. This rule also revises three entries on the Entity List under the destination of China. Lastly, as a conforming change to the addition of one entity to the Entity List under the destination of China, this rule removes this entity from the Unverified List (UVL). The entity is being added to the Entity List for reasons not related to the prevention of an end-use check and is removed from the UVL for consistency with the existing policy of not listing an entity on more than one of these lists at the same time.",https://www.federalregister.gov/documents/2022/12/19/2022-27151/additions-and-revisions-to-the-entity-list-and-conforming-removal-from-the-unverified-list,https://www.govinfo.gov/content/pkg/FR-2022-12-19/pdf/2022-27151.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2022,2022-12-23,2022-28033,Rule,Modification to the Entity List,The Bureau of Industry and Security is amending the Export Administration Regulations (EAR) by modifying one entity on the Entity List. This final rule modifies one entity on the Entity List under the destination of Russia.,https://www.federalregister.gov/documents/2022/12/23/2022-28033/modification-to-the-entity-list,https://www.govinfo.gov/content/pkg/FR-2022-12-23/pdf/2022-28033.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
