classification,reporter_code,reporter_iso3,reporter,partner_code,partner_iso3,partner,partner_is_group,flow,year,cmd_code,trade_value,is_reported_api_field,is_aggregate_api_field,source_flag,fetched_at_utc
H4,702,SGP,Singapore,376,ISR,Israel,False,X,2017,8542,119885815.57,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,380,ITA,Italy,False,X,2017,8542,75746681.376,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,384,CIV,Côte d'Ivoire,False,X,2017,8542,10667.682,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,392,JPN,Japan,False,X,2017,8542,3539887797.262,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,398,KAZ,Kazakhstan,False,X,2017,8542,31130.856,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,400,JOR,Jordan,False,X,2017,8542,21.008,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,404,KEN,Kenya,False,X,2017,8542,870.018,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,410,KOR,Rep. of Korea,False,X,2017,8542,4978324082.956,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,414,KWT,Kuwait,False,X,2017,8542,8716.842,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,418,LAO,Lao People's Dem. Rep.,False,X,2017,8542,58165.889,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,422,LBN,Lebanon,False,X,2017,8542,465692.939,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,428,LVA,Latvia,False,X,2017,8542,3586416.684,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,430,LBR,Liberia,False,X,2017,8542,101307.485,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,440,LTU,Lithuania,False,X,2017,8542,429072.494,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,442,LUX,Luxembourg,False,X,2017,8542,89025.815,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,446,MAC,"China, Macao SAR",False,X,2017,8542,845356.954,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,450,MDG,Madagascar,False,X,2017,8542,1522.713,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,458,MYS,Malaysia,False,X,2017,8542,8031891576.88,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,462,MDV,Maldives,False,X,2017,8542,20178.48,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,470,MLT,Malta,False,X,2017,8542,20886722.085,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,480,MUS,Mauritius,False,X,2017,8542,9216.686,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,484,MEX,Mexico,False,X,2017,8542,332647544.543,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,490,S19,"Other Asia, nes",False,X,2017,8542,7803106733.41,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,496,MNG,Mongolia,False,X,2017,8542,8832.024,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,504,MAR,Morocco,False,X,2017,8542,70763572.71,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,508,MOZ,Mozambique,False,X,2017,8542,9063.835,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,512,OMN,Oman,False,X,2017,8542,49301.991,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,516,NAM,Namibia,False,X,2017,8542,364687.533,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,524,NPL,Nepal,False,X,2017,8542,105561.229,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,528,NLD,Netherlands,False,X,2017,8542,1554003648.75,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,533,ABW,Aruba,False,X,2017,8542,1563.28,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,540,NCL,New Caledonia,False,X,2017,8542,40813.338,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,554,NZL,New Zealand,False,X,2017,8542,11244644.807,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,566,NGA,Nigeria,False,X,2017,8542,1534491.692,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,579,NOR,Norway,False,X,2017,8542,1912207.765,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,584,MHL,Marshall Isds,False,X,2017,8542,25519.565,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,586,PAK,Pakistan,False,X,2017,8542,3337597.305,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,591,PAN,Panama,False,X,2017,8542,12251.246,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,598,PNG,Papua New Guinea,False,X,2017,8542,21724.373,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,600,PRY,Paraguay,False,X,2017,8542,4082.783,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,604,PER,Peru,False,X,2017,8542,80264.783,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,608,PHL,Philippines,False,X,2017,8542,1276791921.301,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,616,POL,Poland,False,X,2017,8542,10011850.179,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,620,PRT,Portugal,False,X,2017,8542,6715683.411,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,626,TLS,Timor-Leste,False,X,2017,8542,6983.326,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,634,QAT,Qatar,False,X,2017,8542,123339.009,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,642,ROU,Romania,False,X,2017,8542,26966894.587,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,643,RUS,Russian Federation,False,X,2017,8542,18809622.348,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,682,SAU,Saudi Arabia,False,X,2017,8542,3741059.683,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,688,SRB,Serbia,False,X,2017,8542,49911.221,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,699,IND,India,False,X,2017,8542,467293324.972,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,703,SVK,Slovakia,False,X,2017,8542,2493877.52,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,704,VNM,Viet Nam,False,X,2017,8542,1616430002.532,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,705,SVN,Slovenia,False,X,2017,8542,169148.613,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,710,ZAF,South Africa,False,X,2017,8542,5944603.98,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,716,ZWE,Zimbabwe,False,X,2017,8542,2347.093,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,724,ESP,Spain,False,X,2017,8542,2955525.346,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,752,SWE,Sweden,False,X,2017,8542,1699173.585,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,757,CHE,Switzerland,False,X,2017,8542,7117815.77,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,764,THA,Thailand,False,X,2017,8542,2384254717.071,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,784,ARE,United Arab Emirates,False,X,2017,8542,4720918.826,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,788,TUN,Tunisia,False,X,2017,8542,19004923.662,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,792,TUR,Türkiye,False,X,2017,8542,53681827.299,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,804,UKR,Ukraine,False,X,2017,8542,1490415.605,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,818,EGY,Egypt,False,X,2017,8542,1597594.445,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,826,GBR,United Kingdom,False,X,2017,8542,38675282.218,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,834,TZA,United Rep. of Tanzania,False,X,2017,8542,21296.971,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,842,USA,USA,False,X,2017,8542,3754063585.981,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,860,UZB,Uzbekistan,False,X,2017,8542,13790.62,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,702,SGP,Singapore,862,VEN,Venezuela,False,X,2017,8542,5100.581,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,4,AFG,Afghanistan,False,M,2022,8542,8104.932,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,20,AND,Andorra,False,M,2022,8542,533710.589,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,28,ATG,Antigua and Barbuda,False,M,2022,8542,654.255,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,32,ARG,Argentina,False,M,2022,8542,269.101,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,36,AUS,Australia,False,M,2022,8542,2705722.191,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,40,AUT,Austria,False,M,2022,8542,116482489.637,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,48,BHR,Bahrain,False,M,2022,8542,12813.104,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,50,BGD,Bangladesh,False,M,2022,8542,9935.687,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,51,ARM,Armenia,False,M,2022,8542,8928.191,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,52,BRB,Barbados,False,M,2022,8542,32741.779,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,56,BEL,Belgium,False,M,2022,8542,3717773.93,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,76,BRA,Brazil,False,M,2022,8542,207868.23,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,96,BRN,Brunei Darussalam,False,M,2022,8542,5995.648,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,100,BGR,Bulgaria,False,M,2022,8542,1180819.872,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,104,MMR,Myanmar,False,M,2022,8542,355721.228,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,112,BLR,Belarus,False,M,2022,8542,21515.716,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,116,KHM,Cambodia,False,M,2022,8542,3091.393,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,120,CMR,Cameroon,False,M,2022,8542,333545.454,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,124,CAN,Canada,False,M,2022,8542,115250334.659,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,132,CPV,Cabo Verde,False,M,2022,8542,18916.828,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,136,CYM,Cayman Isds,False,M,2022,8542,1068.424,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,140,CAF,Central African Rep.,False,M,2022,8542,372.824,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,144,LKA,Sri Lanka,False,M,2022,8542,91940.28,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,152,CHL,Chile,False,M,2022,8542,13101.064,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,156,CHN,China,False,M,2022,8542,8266290429.138,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,162,CXR,Christmas Isds,False,M,2022,8542,860.251,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,166,CCK,Cocos Isds,False,M,2022,8542,2004.11,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,170,COL,Colombia,False,M,2022,8542,16402.079,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,188,CRI,Costa Rica,False,M,2022,8542,115124749.553,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,191,HRV,Croatia,False,M,2022,8542,680202.126,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,196,CYP,Cyprus,False,M,2022,8542,83124.516,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,203,CZE,Czechia,False,M,2022,8542,21583230.136,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,208,DNK,Denmark,False,M,2022,8542,1110496.855,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,212,DMA,Dominica,False,M,2022,8542,4309.961,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,214,DOM,Dominican Rep.,False,M,2022,8542,21018.859,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,222,SLV,El Salvador,False,M,2022,8542,1559185.442,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,233,EST,Estonia,False,M,2022,8542,6915.377,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,234,FRO,Faroe Isds,False,M,2022,8542,379.352,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,246,FIN,Finland,False,M,2022,8542,387384.429,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,251,FRA,France,False,M,2022,8542,644371765.048,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,268,GEO,Georgia,False,M,2022,8542,5691.006,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,270,GMB,Gambia,False,M,2022,8542,1703.095,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,276,DEU,Germany,False,M,2022,8542,962612249.005,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,300,GRC,Greece,False,M,2022,8542,15175.532,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,336,VAT,Holy See (Vatican City State),False,M,2022,8542,10724.13,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,340,HND,Honduras,False,M,2022,8542,79712.524,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,344,HKG,"China, Hong Kong SAR",False,M,2022,8542,328352209.52,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,348,HUN,Hungary,False,M,2022,8542,3571661.744,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,352,ISL,Iceland,False,M,2022,8542,100139.507,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,360,IDN,Indonesia,False,M,2022,8542,243996085.879,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,372,IRL,Ireland,False,M,2022,8542,10564353.463,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,376,ISR,Israel,False,M,2022,8542,46044410.459,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,380,ITA,Italy,False,M,2022,8542,720742653.209,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,392,JPN,Japan,False,M,2022,8542,4367688387.506,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,400,JOR,Jordan,False,M,2022,8542,10288.201,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,404,KEN,Kenya,False,M,2022,8542,97460.832,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,410,KOR,Rep. of Korea,False,M,2022,8542,16685129107.762,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,428,LVA,Latvia,False,M,2022,8542,90068.182,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,430,LBR,Liberia,False,M,2022,8542,55999.758,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,440,LTU,Lithuania,False,M,2022,8542,59086.073,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,446,MAC,"China, Macao SAR",False,M,2022,8542,607805.366,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,454,MWI,Malawi,False,M,2022,8542,12574.468,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,458,MYS,Malaysia,False,M,2022,8542,15694473864.851,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,462,MDV,Maldives,False,M,2022,8542,56210.106,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,466,MLI,Mali,False,M,2022,8542,145799.565,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,470,MLT,Malta,False,M,2022,8542,186994911.658,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,478,MRT,Mauritania,False,M,2022,8542,776.838,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,480,MUS,Mauritius,False,M,2022,8542,2960.832,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,484,MEX,Mexico,False,M,2022,8542,138247570.111,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,490,S19,"Other Asia, nes",False,M,2022,8542,47092978183.027,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,499,MNE,Montenegro,False,M,2022,8542,27171.18,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,504,MAR,Morocco,False,M,2022,8542,128140041.357,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,508,MOZ,Mozambique,False,M,2022,8542,19656.673,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,516,NAM,Namibia,False,M,2022,8542,56662.718,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,528,NLD,Netherlands,False,M,2022,8542,13163962.984,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,540,NCL,New Caledonia,False,M,2022,8542,8926.741,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,554,NZL,New Zealand,False,M,2022,8542,182189.797,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,570,NIU,Niue,False,M,2022,8542,60514.99,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,579,NOR,Norway,False,M,2022,8542,202947.533,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,580,MNP,N. Mariana Isds,False,M,2022,8542,1922.872,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,581,UMI,United States Minor Outlying Islands,False,M,2022,8542,82492.746,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,583,FSM,FS Micronesia,False,M,2022,8542,2543.037,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,586,PAK,Pakistan,False,M,2022,8542,1096683.509,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,598,PNG,Papua New Guinea,False,M,2022,8542,3269.826,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,604,PER,Peru,False,M,2022,8542,660.058,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,608,PHL,Philippines,False,M,2022,8542,5620699759.058,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,612,PCN,Pitcairn,False,M,2022,8542,54258.22,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,616,POL,Poland,False,M,2022,8542,710654.738,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,620,PRT,Portugal,False,M,2022,8542,120569174.349,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,624,GNB,Guinea-Bissau,False,M,2022,8542,174.081,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,642,ROU,Romania,False,M,2022,8542,221985.493,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,643,RUS,Russian Federation,False,M,2022,8542,19140.232,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,646,RWA,Rwanda,False,M,2022,8542,124474.613,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,702,SGP,Singapore,659,KNA,Saint Kitts and Nevis,False,M,2022,8542,907.398,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
